entrez_gene_id,in_jaxa,in_twins,in_i4,n_sources
3500,False,True,True,2
1462,False,True,True,2
212,False,True,True,2
1667,False,True,True,2
1668,False,True,True,2
10579,True,True,False,2
27181,True,True,False,2
1509,False,True,True,2
57188,True,True,False,2
51059,True,True,False,2
28424,False,True,True,2
388468,True,True,False,2
140690,True,True,False,2
3042,False,True,True,2
4946,False,True,True,2
3047,False,True,True,2
158158,True,True,False,2
100132247,False,True,True,2
3745,True,True,False,2
3049,False,True,True,2
1118,True,True,False,2
27173,False,True,False,1
84518,False,True,False,1
391723,True,False,False,1
2597,False,True,False,1
55851,False,True,False,1
2596,True,False,False,1
23072,True,False,False,1
27239,False,True,False,1
6753,True,False,False,1
64093,True,False,False,1
170589,True,False,False,1
64084,True,False,False,1
2642,True,False,False,1
6737,False,True,False,1
6688,False,True,False,1
64077,True,False,False,1
2636,True,False,False,1
10826,False,False,True,1
23114,True,False,False,1
92745,False,True,False,1
6710,False,False,True,1
55859,False,True,False,1
27180,False,True,False,1
23117,False,True,False,1
10725,False,True,False,1
10724,False,True,False,1
2528,True,False,False,1
6622,False,False,True,1
23001,False,True,False,1
6614,False,True,False,1
55761,False,True,False,1
6612,False,True,False,1
23049,False,True,False,1
51666,False,True,False,1
2512,False,True,False,1
375248,False,True,False,1
10699,False,True,False,1
22986,False,True,False,1
10695,False,True,False,1
22974,False,True,False,1
154043,False,True,False,1
80336,False,True,False,1
10783,False,True,False,1
84504,True,False,False,1
51734,False,True,False,1
55819,False,True,False,1
2567,True,False,False,1
55811,False,True,False,1
6659,False,True,False,1
23038,False,True,False,1
63978,False,True,False,1
2555,True,False,False,1
6648,False,True,False,1
55799,False,True,False,1
285175,False,True,False,1
27123,True,False,False,1
346606,False,True,False,1
342510,False,True,False,1
113130,False,True,False,1
55803,False,True,False,1
727830,True,False,False,1
11027,False,True,False,1
23313,False,True,False,1
11024,False,True,False,1
2832,True,False,False,1
6928,True,False,False,1
387856,True,False,False,1
2822,False,True,False,1
6590,False,True,False,1
6903,False,True,False,1
2799,False,True,False,1
10991,True,False,False,1
2797,True,False,False,1
6888,False,True,False,1
2790,False,True,False,1
10981,False,True,False,1
10978,False,True,False,1
11000,False,True,False,1
219972,False,True,False,1
56131,True,False,False,1
80704,False,True,False,1
23360,False,True,False,1
80700,False,False,True,1
11069,False,True,False,1
2876,False,True,False,1
219960,True,False,False,1
11031,False,True,False,1
2864,True,False,False,1
27439,False,True,False,1
2861,True,False,False,1
23334,False,True,False,1
6947,False,True,False,1
6945,False,True,False,1
2845,False,True,False,1
2843,True,False,False,1
146225,False,True,False,1
10915,False,True,False,1
6819,False,True,False,1
55969,False,True,False,1
55966,False,True,False,1
6809,False,True,False,1
10903,False,True,False,1
129684,True,False,False,1
64137,True,False,False,1
338657,False,True,False,1
10886,True,False,False,1
64130,True,False,False,1
10871,False,True,False,1
6768,False,True,False,1
55920,False,True,False,1
10864,True,False,False,1
10858,False,True,False,1
2665,False,True,False,1
84616,True,False,False,1
56033,True,False,False,1
2782,False,True,False,1
64218,False,True,False,1
2771,False,True,False,1
219855,False,True,False,1
2766,False,False,True,1
154313,False,True,False,1
326340,True,False,False,1
23205,False,True,False,1
27329,True,False,False,1
2752,False,True,False,1
10942,True,False,False,1
23224,False,True,False,1
203447,True,False,False,1
84658,False,True,False,1
387758,True,False,False,1
10924,False,True,False,1
64170,False,True,False,1
6850,False,True,False,1
2201,False,True,False,1
51352,True,False,False,1
6295,True,False,False,1
6286,False,True,False,1
6283,False,True,False,1
6282,False,True,False,1
10376,False,True,False,1
2180,False,True,False,1
117157,False,True,False,1
51327,False,False,True,1
653437,True,False,False,1
2162,False,True,False,1
6256,False,True,False,1
51311,False,True,False,1
6252,False,True,False,1
84073,False,True,False,1
51305,True,False,False,1
112770,False,True,False,1
2241,False,True,False,1
6336,True,False,False,1
2235,False,False,True,1
84152,True,False,False,1
2217,False,True,False,1
10409,False,True,False,1
80032,False,True,False,1
10402,False,True,False,1
2205,False,True,False,1
84133,True,False,False,1
2212,False,True,False,1
51363,False,True,False,1
112802,True,False,False,1
2209,False,True,False,1
2207,False,True,False,1
80031,True,False,False,1
84125,False,True,False,1
2214,False,True,False,1
55357,False,True,False,1
120892,False,True,False,1
79930,False,True,False,1
129080,True,False,False,1
79923,False,True,False,1
2099,False,True,False,1
79919,True,False,False,1
51237,False,True,False,1
374882,False,True,False,1
55315,False,True,False,1
55313,False,True,False,1
79887,False,True,False,1
55304,False,True,False,1
124935,False,True,False,1
51206,False,True,False,1
2047,False,True,False,1
79868,False,True,False,1
2078,False,True,False,1
6241,False,True,False,1
51296,False,True,False,1
51294,False,True,False,1
79962,False,True,False,1
284759,False,True,False,1
10326,False,True,False,1
51284,False,True,False,1
79955,False,True,False,1
79935,True,False,False,1
92241,False,True,False,1
79953,True,False,False,1
2124,False,True,False,1
145482,False,True,False,1
10313,False,True,False,1
55365,False,True,False,1
55364,False,True,False,1
2114,False,True,False,1
10321,False,True,False,1
10613,False,True,False,1
6511,True,False,False,1
6510,False,True,False,1
84329,False,True,False,1
203111,True,False,False,1
84317,False,True,False,1
22873,True,False,False,1
55636,False,True,False,1
6340,True,False,False,1
10578,False,True,False,1
10577,False,True,False,1
6478,False,False,True,1
55625,False,True,False,1
26952,True,False,False,1
10562,False,True,False,1
203068,False,True,False,1
51514,False,True,False,1
10580,False,True,False,1
63928,False,True,False,1
55731,False,True,False,1
80301,False,True,False,1
22953,True,False,False,1
43849,True,False,False,1
10653,False,True,False,1
22941,True,False,False,1
6555,False,True,False,1
6518,False,True,False,1
80274,False,True,False,1
55693,True,False,False,1
27019,True,False,False,1
6535,False,False,True,1
22918,False,True,False,1
80256,False,True,False,1
22906,False,True,False,1
6521,False,False,True,1
117144,False,True,False,1
84196,False,True,False,1
2275,False,True,False,1
84191,False,True,False,1
10462,False,True,False,1
2268,False,True,False,1
2261,True,False,False,1
2259,False,True,False,1
2258,False,True,False,1
2358,False,True,False,1
55503,True,False,False,1
84164,False,False,True,1
2250,True,False,False,1
6345,True,False,False,1
84168,True,False,False,1
10439,False,True,False,1
51398,False,True,False,1
10437,False,True,False,1
55505,False,True,False,1
2357,False,True,False,1
6451,False,True,False,1
2353,False,True,False,1
112937,True,False,False,1
80168,True,False,False,1
162073,False,True,False,1
80146,False,True,False,1
2322,False,True,False,1
116969,True,False,False,1
2303,True,False,False,1
6398,False,True,False,1
84220,False,True,False,1
10491,False,True,False,1
10487,False,True,False,1
6386,False,True,False,1
55536,False,True,False,1
55534,False,True,False,1
145645,False,True,False,1
22801,True,False,False,1
3680,False,True,False,1
347735,False,True,False,1
343637,True,False,False,1
56917,True,False,False,1
81491,True,False,False,1
100507203,True,False,False,1
7739,False,True,False,1
3643,False,True,False,1
84826,False,True,False,1
7732,True,False,False,1
3626,True,False,False,1
3597,False,True,False,1
728577,False,True,False,1
3579,False,True,False,1
65018,False,False,True,1
3577,False,True,False,1
253430,False,True,False,1
3641,False,True,False,1
7850,False,True,False,1
81567,False,True,False,1
392862,True,False,False,1
7832,False,True,False,1
3728,False,True,False,1
28299,False,True,False,1
3717,False,True,False,1
56964,False,True,False,1
7780,True,False,False,1
401024,False,True,False,1
7805,False,True,False,1
7804,False,True,False,1
200315,False,True,False,1
728689,False,False,True,1
3692,False,True,False,1
3687,False,True,False,1
261734,True,False,False,1
56963,True,False,False,1
126374,True,False,False,1
3493,False,True,False,1
126364,False,True,False,1
3484,True,False,False,1
400793,True,False,False,1
64901,False,True,False,1
3460,False,True,False,1
3459,False,True,False,1
388588,False,False,True,1
445815,False,True,False,1
163175,True,False,False,1
142685,False,True,False,1
7516,False,True,False,1
64856,True,False,False,1
85320,True,False,False,1
376132,True,False,False,1
7474,True,False,False,1
253314,True,False,False,1
3557,False,True,False,1
138724,False,True,False,1
3553,False,True,False,1
3539,False,True,False,1
114131,True,False,False,1
3538,False,True,False,1
3537,False,True,False,1
130497,True,False,False,1
3494,False,True,False,1
126393,True,False,False,1
3512,False,True,False,1
3507,False,True,False,1
400818,False,True,False,1
343472,True,False,False,1
3502,False,True,False,1
3501,False,True,False,1
85414,False,True,False,1
3514,False,True,False,1
3861,True,False,False,1
28434,False,True,False,1
3852,False,True,False,1
151306,False,True,False,1
3848,False,False,True,1
130940,False,True,False,1
57095,False,False,True,1
7940,False,True,False,1
3762,True,False,False,1
3832,False,True,False,1
28394,False,True,False,1
3817,False,True,False,1
286436,True,False,False,1
57182,False,True,False,1
28825,False,True,False,1
221336,False,True,False,1
28823,False,True,False,1
130813,True,False,False,1
8029,False,True,False,1
253782,False,True,False,1
57172,True,False,False,1
3920,False,True,False,1
57165,True,False,False,1
28474,False,True,False,1
139065,False,True,False,1
57144,True,False,False,1
196374,True,False,False,1
28465,False,True,False,1
3889,True,False,False,1
28457,False,True,False,1
28452,False,True,False,1
196385,True,False,False,1
57115,True,False,False,1
28442,False,True,False,1
28439,False,True,False,1
3891,True,False,False,1
57452,True,False,False,1
28778,False,True,False,1
102,False,True,False,1
114788,False,True,False,1
8291,False,True,False,1
8288,True,False,False,1
127068,True,False,False,1
87,False,True,False,1
151,True,False,False,1
81618,False,True,False,1
388818,True,False,False,1
339665,True,False,False,1
3785,True,False,False,1
81607,False,True,False,1
89795,False,True,False,1
3767,True,False,False,1
200373,False,True,False,1
65250,False,True,False,1
28822,False,True,False,1
28820,False,True,False,1
28817,False,True,False,1
28816,False,True,False,1
28815,False,True,False,1
28813,False,True,False,1
28809,False,True,False,1
90249,False,True,False,1
57453,True,False,False,1
8321,False,True,False,1
28797,False,True,False,1
28796,False,True,False,1
28793,False,True,False,1
4210,False,True,False,1
8303,False,True,False,1
109,False,True,False,1
57451,True,False,False,1
8326,True,False,False,1
93129,False,True,False,1
23495,False,True,False,1
3015,False,True,False,1
134083,True,False,False,1
80832,False,True,False,1
56252,False,True,False,1
7097,False,True,False,1
2999,False,True,False,1
3371,True,False,False,1
138162,True,False,False,1
56241,True,False,False,1
7086,False,True,False,1
11181,True,False,False,1
7084,False,True,False,1
93099,True,False,False,1
2984,False,True,False,1
7079,False,True,False,1
80821,False,True,False,1
285671,False,True,False,1
11240,False,True,False,1
3046,False,True,False,1
3045,False,False,True,1
84962,True,False,False,1
3040,False,True,False,1
3039,False,True,False,1
134111,True,False,False,1
170954,False,True,False,1
7127,False,True,False,1
3029,False,False,True,1
3028,False,True,False,1
23500,False,True,False,1
11213,False,True,False,1
56269,True,False,False,1
3020,False,True,False,1
23499,False,True,False,1
84951,False,True,False,1
150379,True,False,False,1
7018,False,True,False,1
23401,False,True,False,1
2919,False,True,False,1
84839,True,False,False,1
23397,False,True,False,1
220001,False,False,True,1
80737,True,False,False,1
84902,False,True,False,1
7005,True,False,False,1
56156,True,False,False,1
51196,True,False,False,1
64344,False,True,False,1
11096,False,True,False,1
93010,True,False,False,1
2896,False,True,False,1
2893,True,False,False,1
2911,True,False,False,1
7077,False,True,False,1
7076,False,True,False,1
84898,False,True,False,1
2978,True,False,False,1
2974,True,False,False,1
64411,False,True,False,1
64407,False,True,False,1
445329,False,False,True,1
23406,False,True,False,1
2950,False,True,False,1
7045,False,True,False,1
84867,True,False,False,1
2944,False,True,False,1
2935,False,False,True,1
2934,False,True,False,1
7025,False,False,True,1
342897,True,False,False,1
7057,False,True,False,1
3263,False,True,False,1
23742,False,True,False,1
162998,True,False,False,1
23732,False,True,False,1
150696,True,False,False,1
7325,False,True,False,1
7305,False,True,False,1
81031,True,False,False,1
3048,False,True,False,1
3200,True,False,False,1
7288,True,False,False,1
60529,True,False,False,1
7273,False,True,False,1
7264,False,False,True,1
425054,True,False,False,1
3162,False,True,False,1
11337,False,True,False,1
7301,True,False,False,1
728358,False,True,False,1
7462,False,True,False,1
7458,False,True,False,1
3346,False,True,False,1
60675,False,True,False,1
7421,False,True,False,1
64759,False,True,False,1
64757,False,True,False,1
3270,True,False,False,1
64748,False,True,False,1
23786,False,True,False,1
474344,False,True,False,1
388324,True,False,False,1
23768,False,True,False,1
257240,True,False,False,1
23762,False,False,True,1
400591,True,False,False,1
400629,True,False,False,1
85021,False,True,False,1
199699,True,False,False,1
23569,False,True,False,1
3087,False,True,False,1
3083,True,False,False,1
146439,True,False,False,1
7171,False,True,False,1
84993,False,True,False,1
64581,False,True,False,1
23551,True,False,False,1
11261,False,True,False,1
23544,False,True,False,1
3064,False,True,False,1
7153,False,True,False,1
3055,False,True,False,1
7145,False,False,True,1
3050,False,True,False,1
7167,False,True,False,1
166979,False,True,False,1
11326,False,True,False,1
23608,False,False,True,1
7225,False,True,False,1
728116,False,True,False,1
3125,False,True,False,1
3122,False,True,False,1
100133941,False,True,False,1
85027,False,True,False,1
23603,False,True,False,1
11314,False,True,False,1
3117,False,True,False,1
3115,False,True,False,1
3113,False,True,False,1
154664,False,True,False,1
388135,True,False,False,1
3109,False,True,False,1
3108,False,True,False,1
3123,False,True,False,1
4842,False,True,False,1
8936,False,True,False,1
4839,False,True,False,1
8928,True,False,False,1
100188893,False,True,False,1
4820,False,True,False,1
135892,True,False,False,1
4818,False,True,False,1
51177,False,True,False,1
4811,False,True,False,1
8905,False,True,False,1
4807,True,False,False,1
710,False,True,False,1
100049587,False,True,False,1
4784,False,False,True,1
4783,False,True,False,1
8875,False,True,False,1
719,False,True,False,1
353116,False,True,False,1
54101,True,False,False,1
847,False,True,False,1
58189,False,True,False,1
836,False,True,False,1
54084,True,False,False,1
834,False,True,False,1
826,False,True,False,1
760,False,True,False,1
4915,True,False,False,1
4914,True,False,False,1
144165,False,True,False,1
8991,False,False,True,1
8972,False,True,False,1
4868,True,False,False,1
771,True,False,False,1
762,False,True,False,1
820,False,True,False,1
8788,True,False,False,1
8785,True,False,False,1
4688,False,True,False,1
8778,False,True,False,1
4682,False,True,False,1
4680,False,True,False,1
53832,True,False,False,1
573,False,False,True,1
684,False,True,False,1
8741,False,True,False,1
547,True,False,False,1
533,False,True,False,1
8724,False,True,False,1
4624,True,False,False,1
526,False,True,False,1
4615,False,True,False,1
115207,False,True,False,1
566,False,True,False,1
683,False,True,False,1
4778,False,True,False,1
8870,False,True,False,1
160419,False,True,False,1
665,False,True,False,1
4759,True,False,False,1
660,True,False,False,1
8851,False,True,False,1
598,False,False,True,1
4741,True,False,False,1
115330,False,False,True,1
4734,False,True,False,1
4729,False,True,False,1
8825,False,True,False,1
160364,False,True,False,1
4711,False,True,False,1
119391,False,True,False,1
645,False,False,True,1
5175,False,True,False,1
115761,False,True,False,1
5166,False,True,False,1
1066,False,True,False,1
144423,False,True,False,1
1053,True,False,False,1
144406,False,True,False,1
1046,True,False,False,1
9053,False,True,False,1
91151,True,False,False,1
1026,False,True,False,1
1009,False,True,False,1
1001,False,True,False,1
5094,False,False,True,1
997,False,False,True,1
9180,False,True,False,1
5079,False,True,False,1
115727,False,True,False,1
9334,False,True,False,1
144501,True,False,False,1
1133,False,True,False,1
58475,False,True,False,1
5226,False,True,False,1
58472,False,True,False,1
1128,True,False,False,1
1116,False,True,False,1
1088,False,True,False,1
160851,False,True,False,1
1106,False,True,False,1
255057,True,False,False,1
5199,False,True,False,1
353355,False,True,False,1
201799,False,True,False,1
353345,False,True,False,1
1089,False,True,False,1
169044,True,False,False,1
9122,False,True,False,1
5023,False,True,False,1
9119,True,False,False,1
5021,False,True,False,1
5018,False,True,False,1
9114,False,True,False,1
5010,False,True,False,1
254863,False,True,False,1
9172,False,True,False,1
911,False,True,False,1
901,False,True,False,1
91012,False,True,False,1
9088,True,False,False,1
4988,False,True,False,1
9075,False,True,False,1
881,True,False,False,1
9056,False,True,False,1
9103,False,True,False,1
978,False,True,False,1
349136,True,False,False,1
972,False,True,False,1
969,False,True,False,1
968,False,True,False,1
967,False,True,False,1
5058,False,True,False,1
148418,True,False,False,1
932,False,True,False,1
9144,False,True,False,1
948,False,True,False,1
945,False,True,False,1
942,False,True,False,1
148398,True,False,False,1
940,False,True,False,1
5031,True,False,False,1
9125,False,True,False,1
5055,False,True,False,1
199,False,True,False,1
114885,False,True,False,1
4288,False,True,False,1
57536,False,True,False,1
340152,False,True,False,1
57514,False,True,False,1
4261,False,True,False,1
157,False,True,False,1
517,False,True,False,1
90102,False,True,False,1
4082,False,True,False,1
135152,False,True,False,1
4069,False,True,False,1
4067,False,True,False,1
4064,False,True,False,1
4057,False,True,False,1
8153,True,False,False,1
192669,False,True,False,1
254187,True,False,False,1
90342,True,False,False,1
57573,False,True,False,1
4324,True,False,False,1
8417,False,True,False,1
57565,False,True,False,1
4318,False,True,False,1
28893,False,True,False,1
203,False,False,True,1
217,False,True,False,1
216,False,True,False,1
4311,False,True,False,1
57556,False,True,False,1
4308,True,False,False,1
57553,False,True,False,1
4303,False,False,True,1
57549,True,False,False,1
221,False,True,False,1
8031,False,True,False,1
3936,False,True,False,1
3934,False,True,False,1
127062,True,False,False,1
643155,False,True,False,1
122953,False,True,False,1
58,True,False,False,1
389177,False,True,False,1
4055,False,True,False,1
55,False,True,False,1
90161,True,False,False,1
38,False,True,False,1
32,False,True,False,1
389136,True,False,False,1
100130827,True,False,False,1
118788,False,True,False,1
2,False,True,False,1
340024,True,False,False,1
4051,False,True,False,1
4048,False,True,False,1
4026,False,True,False,1
94137,True,False,False,1
100130742,False,True,False,1
139189,False,True,False,1
147372,True,False,False,1
4005,False,True,False,1
3949,False,True,False,1
8082,False,True,False,1
8076,False,True,False,1
143244,False,True,False,1
8074,True,False,False,1
3965,False,True,False,1
107,True,False,False,1
3958,False,True,False,1
3957,False,True,False,1
4001,False,True,False,1
29106,False,True,False,1
433,False,True,False,1
427,False,True,False,1
8614,True,False,False,1
8605,False,True,False,1
90525,True,False,False,1
412,False,True,False,1
90523,False,True,False,1
28908,False,True,False,1
4504,True,False,False,1
398,True,False,False,1
389,False,True,False,1
388,False,True,False,1
8578,False,True,False,1
383,False,True,False,1
4478,False,True,False,1
366,False,True,False,1
409,False,True,False,1
4610,False,True,False,1
4605,False,True,False,1
266743,True,False,False,1
498,False,True,False,1
131566,False,True,False,1
4588,False,True,False,1
8682,False,True,False,1
8673,False,True,False,1
435,False,True,False,1
57822,True,False,False,1
463,False,True,False,1
8650,False,True,False,1
29123,False,True,False,1
4544,True,False,False,1
90557,True,False,False,1
443,False,True,False,1
65975,False,True,False,1
480,True,False,False,1
28959,False,True,False,1
57630,False,True,False,1
285,False,True,False,1
57611,False,True,False,1
28937,False,True,False,1
57608,False,True,False,1
28933,False,True,False,1
4356,True,False,False,1
57698,False,True,False,1
8448,True,False,False,1
251,True,False,False,1
249,False,True,False,1
28919,False,True,False,1
28914,False,True,False,1
28913,False,True,False,1
28912,False,True,False,1
4332,False,True,False,1
4353,False,True,False,1
8544,False,True,False,1
57688,False,True,False,1
29015,False,True,False,1
8531,False,True,False,1
334,False,True,False,1
8522,False,True,False,1
8519,False,True,False,1
28991,False,True,False,1
288,False,True,False,1
314,False,True,False,1
90427,False,True,False,1
389434,True,False,False,1
313,False,True,False,1
306,False,True,False,1
8497,False,True,False,1
131377,True,False,False,1
8492,False,True,False,1
286,False,False,True,1
127294,True,False,False,1
9936,False,True,False,1
9935,False,True,False,1
5837,False,True,False,1
5836,False,True,False,1
5831,True,False,False,1
284359,True,False,False,1
54978,False,True,False,1
136895,False,True,False,1
5245,False,True,False,1
83640,False,True,False,1
124599,False,True,False,1
79541,False,True,False,1
26291,True,False,False,1
50865,False,True,False,1
50856,False,True,False,1
54951,False,True,False,1
26279,True,False,False,1
5817,False,True,False,1
83733,True,False,False,1
10002,True,False,False,1
83729,True,False,False,1
390928,False,True,False,1
390927,False,True,False,1
79627,False,True,False,1
1793,False,True,False,1
9984,False,True,False,1
55004,False,True,False,1
5878,False,True,False,1
5872,False,True,False,1
55022,False,True,False,1
79594,False,True,False,1
55016,False,True,False,1
1768,False,True,False,1
550631,True,False,False,1
79586,True,False,False,1
79613,False,True,False,1
5743,False,True,False,1
120425,False,True,False,1
58985,True,False,False,1
91749,False,True,False,1
5724,False,True,False,1
83547,False,False,True,1
431705,False,True,False,1
140885,False,True,False,1
9892,True,False,False,1
54855,False,False,True,1
100128327,False,True,False,1
54854,True,False,False,1
202309,False,True,False,1
9796,True,False,False,1
9787,False,True,False,1
1593,False,True,False,1
54827,True,False,False,1
1612,False,True,False,1
54947,False,True,False,1
128674,True,False,False,1
5791,False,True,False,1
5784,False,True,False,1
140947,False,True,False,1
50832,False,True,False,1
5774,False,True,False,1
26253,False,True,False,1
5744,True,False,False,1
9863,False,True,False,1
1669,False,True,False,1
9858,False,True,False,1
9856,False,True,False,1
124540,False,True,False,1
54902,False,True,False,1
9846,False,True,False,1
26228,False,True,False,1
116362,False,True,False,1
391104,True,False,False,1
112574,False,True,False,1
1978,False,True,False,1
10170,False,True,False,1
124857,True,False,False,1
1973,False,True,False,1
83888,False,True,False,1
10158,False,False,True,1
10008,False,True,False,1
26538,True,False,False,1
1959,True,False,False,1
83877,False,True,False,1
51108,False,True,False,1
1955,False,True,False,1
51107,False,True,False,1
1949,True,False,False,1
10140,False,True,False,1
51118,False,True,False,1
2039,False,False,True,1
2038,False,False,True,1
55283,False,True,False,1
10226,False,True,False,1
10221,False,True,False,1
57338,True,False,False,1
440295,False,True,False,1
51156,False,True,False,1
10178,False,True,False,1
51151,True,False,False,1
1999,True,False,False,1
59342,False,True,False,1
10186,False,True,False,1
1992,False,True,False,1
79816,True,False,False,1
1991,False,True,False,1
79813,False,True,False,1
10195,False,True,False,1
5997,False,True,False,1
10092,False,True,False,1
10089,True,False,False,1
55143,False,True,False,1
79710,False,True,False,1
51024,False,True,False,1
79689,False,True,False,1
10055,False,True,False,1
6039,False,True,False,1
1845,False,True,False,1
1843,False,True,False,1
55088,False,True,False,1
1839,False,True,False,1
83755,True,False,False,1
5923,True,False,False,1
284451,True,False,False,1
1824,False,True,False,1
1848,False,True,False,1
10133,False,False,True,1
6037,False,True,False,1
6036,False,True,False,1
10130,False,True,False,1
55184,False,True,False,1
26509,False,True,False,1
83850,True,False,False,1
79748,True,False,False,1
1903,False,True,False,1
145282,False,True,False,1
79739,False,True,False,1
6011,True,False,False,1
10106,False,True,False,1
1912,False,True,False,1
55160,False,True,False,1
10098,False,False,True,1
51057,False,True,False,1
79747,False,True,False,1
9509,False,True,False,1
29982,False,True,False,1
9496,True,False,False,1
222487,False,True,False,1
29974,False,True,False,1
25876,True,False,False,1
29954,True,False,False,1
25853,False,False,True,1
9770,False,True,False,1
25849,False,True,False,1
79096,False,True,False,1
29943,True,False,False,1
25844,False,True,False,1
29940,False,True,False,1
25840,False,True,False,1
1264,False,True,False,1
5359,False,True,False,1
29946,False,True,False,1
9582,False,True,False,1
1387,False,True,False,1
5479,False,True,False,1
25946,False,True,False,1
402778,True,False,False,1
9555,False,True,False,1
50514,False,True,False,1
5450,False,True,False,1
1318,False,True,False,1
9545,False,True,False,1
79168,False,True,False,1
30010,True,False,False,1
54578,False,True,False,1
79147,False,True,False,1
25893,False,False,True,1
29992,False,True,False,1
79143,False,True,False,1
50506,True,False,False,1
54453,False,True,False,1
5296,False,False,True,1
9390,True,False,False,1
9388,False,True,False,1
1192,False,True,False,1
9378,True,False,False,1
58528,False,True,False,1
79006,True,False,False,1
1261,True,False,False,1
5271,False,True,False,1
144535,False,True,False,1
1175,False,True,False,1
1173,False,True,False,1
132243,True,False,False,1
5265,False,True,False,1
78986,True,False,False,1
402569,True,False,False,1
79005,False,True,False,1
115948,True,False,False,1
9450,False,True,False,1
1258,True,False,False,1
5352,False,True,False,1
54502,False,True,False,1
79073,False,True,False,1
5345,True,False,False,1
25823,True,False,False,1
25789,True,False,False,1
54491,False,True,False,1
29906,False,True,False,1
128209,True,False,False,1
1230,False,True,False,1
25801,False,True,False,1
25798,False,True,False,1
25797,False,True,False,1
54463,False,True,False,1
259293,False,True,False,1
1536,False,True,False,1
54777,True,False,False,1
9720,False,True,False,1
9715,False,True,False,1
1522,False,True,False,1
54769,True,False,False,1
1520,False,True,False,1
644591,False,True,False,1
1395,True,False,False,1
54762,False,True,False,1
1512,False,True,False,1
1511,False,True,False,1
161253,False,True,False,1
1508,False,True,False,1
9699,False,True,False,1
26073,False,True,False,1
9687,False,True,False,1
9708,False,True,False,1
1577,False,True,False,1
5672,True,False,False,1
497189,False,True,False,1
9764,False,True,False,1
1572,True,False,False,1
26140,False,False,True,1
5660,False,True,False,1
26138,True,False,False,1
91653,False,True,False,1
5648,False,True,False,1
91662,False,True,False,1
54798,False,True,False,1
50700,True,False,False,1
1545,False,True,False,1
390664,True,False,False,1
1543,True,False,False,1
9734,False,True,False,1
284185,True,False,False,1
26018,False,True,False,1
5538,False,True,False,1
120227,False,True,False,1
26017,False,True,False,1
1441,False,True,False,1
1439,False,True,False,1
100287898,True,False,False,1
9625,False,True,False,1
345557,True,False,False,1
54674,False,True,False,1
9609,False,True,False,1
5510,False,True,False,1
25988,False,True,False,1
54658,False,True,False,1
25980,False,True,False,1
25976,False,True,False,1
9587,False,True,False,1
100423062,False,True,False,1
54738,True,False,False,1
1489,True,False,False,1
284111,True,False,False,1
5582,True,False,False,1
5580,False,True,False,1
5578,False,True,False,1
9671,True,False,False,1
1475,False,True,False,1
140710,False,True,False,1
1471,False,True,False,1
9662,False,True,False,1
116154,False,True,False,1
1464,True,False,False,1
5552,False,True,False,1
5551,False,True,False,1
120237,True,False,False,1
5547,False,True,False,1
116138,False,True,False,1
255426,True,False,False,1
